Person,2007,2008,2009,2010,2011,2012,2013,2014
1761200004,no job,no job,no job,no job,no job,no job,no job,no job
1761400001,has job,has job,has job,has job,has job,has job,has job,6
1761400031,has job,has job,has job,has job,has job,has job,has job,has job
1761400051,has job,no job,has job,has job,has job,has job,has job,6
1761400006,has job,has job,has job,has job,has job,has job,has job,has job
1761400007,no job,no job,no job,no job,no job,no job,has job,has job
1761400008,no job,no job,no job,no job,no job,no job,has job,has job
17614000014,has job,has job,has job,has job,has job,has job,has job,6
1761431001,has job,has job,has job,has job,has job,has job,has job,has job
1761400032,has job,has job,has job,has job,has job,has job,has job,has job
1761400052,has job,has job,has job,has job,has job,has job,has job,has job
1761511007,has job,has job,has job,has job,no job,no job,no job,6
1761511002,has job,has job,has job,has job,has job,has job,has job,6
1761511001,has job,has job,has job,has job,has job,has job,has job,6
1761531003,has job,has job,has job,has job,has job,has job,has job,6
1761500006,has job,has job,has job,has job,has job,has job,has job,6
1761511004,has job,has job,has job,has job,has job,has job,has job,6
1761531004,has job,has job,has job,has job,has job,has job,has job,6
1761600001,has job,has job,has job,has job,has job,has job,has job,6
1761600002,no job,no job,no job,has job,has job,has job,has job,6
1761641001,has job,has job,has job,has job,has job,has job,has job,6
1761642001,has job,has job,has job,has job,has job,has job,has job,has job
1761600061,has job,no job,no job,no job,no job,no job,no job,6
1761600007,no job,no job,no job,has job,has job,has job,has job,6
17616000012,has job,has job,has job,has job,has job,has job,has job,6
1761641002,has job,has job,has job,has job,has job,has job,has job,6
1761700001,no job,no job,has job,has job,no job,no job,no job,6
1761700002,no job,no job,no job,no job,no job,no job,no job,6
1761700003,has job,has job,has job,has job,has job,has job,no job,6
1761711002,has job,has job,has job,has job,has job,has job,has job,6
1761800001,has job,has job,has job,has job,has job,has job,has job,6
1761800002,has job,has job,has job,has job,has job,has job,has job,6
1761841002,no job,no job,no job,no job,no job,no job,has job,6
1761800005,no job,no job,no job,no job,has job,has job,has job,6
1761831003,has job,has job,has job,has job,has job,has job,has job,6
1761841001,has job,has job,has job,has job,has job,has job,has job,6
1761941002,has job,has job,has job,has job,has job,has job,has job,6
1761900008,has job,has job,has job,has job,has job,has job,has job,6
17619000013,no job,no job,no job,no job,no job,no job,no job,6
1761900141,no job,no job,no job,no job,no job,no job,has job,has job
1761941001,has job,has job,has job,has job,has job,has job,has job,6
1762000001,has job,has job,has job,has job,has job,has job,has job,6
1762000005,no job,no job,no job,no job,no job,no job,no job,6
1762000006,no job,has job,has job,has job,has job,has job,has job,6
1762000007,no job,no job,no job,no job,no job,has job,no job,6
1770231001,has job,has job,has job,has job,has job,has job,has job,has job
1770231002,no job,no job,no job,no job,no job,no job,has job,has job
1770200032,has job,has job,has job,has job,has job,has job,has job,has job
1770221002,has job,has job,has job,has job,has job,has job,has job,has job
1770200072,has job,has job,has job,has job,has job,has job,has job,has job
1770300006,has job,has job,has job,has job,has job,has job,has job,has job
1770300008,has job,has job,has job,has job,has job,has job,has job,has job
1770400001,has job,has job,has job,has job,has job,has job,has job,has job
1770400002,has job,has job,has job,has job,has job,has job,has job,has job
1770400003,has job,no job,has job,has job,has job,has job,has job,has job
1770400041,no job,has job,has job,has job,has job,has job,has job,has job
1770400042,no job,has job,has job,has job,has job,has job,has job,has job
1770541001,has job,has job,has job,has job,has job,has job,has job,has job
1770500031,no job,no job,no job,no job,has job,no job,has job,has job
1770600001,has job,has job,has job,has job,has job,has job,has job,has job
1770600002,has job,has job,has job,has job,has job,has job,has job,has job
1770600031,has job,has job,has job,no job,no job,no job,no job,no job
1770641002,no job,no job,has job,has job,has job,has job,has job,has job
1770622003,has job,no job,no job,no job,no job,no job,no job,has job
1770622007,has job,has job,has job,has job,has job,has job,has job,has job
1770641001,has job,has job,has job,has job,has job,has job,has job,has job
1770600035,has job,has job,has job,has job,has job,has job,has job,has job
1770700002,has job,has job,has job,has job,has job,has job,has job,has job
1770700031,no job,no job,has job,has job,has job,has job,has job,has job
1770700004,has job,has job,has job,has job,has job,has job,has job,has job
1770700032,no job,no job,no job,no job,no job,has job,has job,has job
1770800002,has job,has job,has job,has job,has job,has job,has job,has job
1770800005,no job,no job,has job,has job,has job,has job,has job,has job
1770800032,has job,has job,has job,has job,has job,has job,has job,has job
1770900001,has job,has job,has job,has job,has job,has job,has job,has job
1770931001,has job,has job,has job,has job,has job,has job,has job,has job
1770900041,no job,no job,no job,no job,no job,no job,no job,has job
1770900005,no job,no job,no job,no job,no job,no job,no job,has job
1770921001,has job,has job,has job,has job,has job,has job,has job,has job
1770931006,no job,has job,has job,has job,has job,has job,has job,has job
1771000001,has job,has job,has job,has job,has job,has job,has job,has job
1771041001,no job,no job,no job,no job,has job,has job,has job,has job
1771042001,has job,has job,has job,has job,has job,has job,has job,has job
1771000005,no job,no job,no job,no job,no job,has job,has job,no job
1771000006,has job,has job,has job,has job,has job,has job,has job,has job
1771041004,no job,no job,no job,no job,has job,has job,has job,has job
1771100002,has job,has job,has job,has job,has job,has job,has job,6
1771100003,no job,no job,no job,no job,no job,no job,no job,6
1771100005,has job,has job,has job,has job,has job,has job,has job,6
1771241001,has job,has job,has job,has job,has job,has job,has job,has job
1771200002,has job,has job,has job,has job,has job,has job,has job,6
1771241002,has job,has job,has job,has job,has job,has job,has job,has job
17713000010,has job,has job,has job,has job,has job,has job,has job,has job
1771200006,no job,no job,no job,no job,no job,no job,has job,6
1771300001,has job,has job,has job,has job,has job,has job,has job,6
1771300002,has job,has job,has job,has job,has job,has job,has job,6
1771300003,has job,has job,has job,has job,has job,has job,has job,has job
1771341001,has job,has job,has job,has job,has job,has job,has job,6
1771300051,has job,has job,has job,has job,has job,has job,has job,has job
1771241004,has job,has job,has job,has job,has job,has job,has job,has job
1771341004,has job,has job,has job,has job,has job,has job,has job,6
1771400022,no job,no job,has job,no job,no job,no job,no job,has job
1771400031,has job,has job,has job,has job,has job,has job,has job,6
1771400007,has job,has job,has job,has job,has job,has job,has job,6
1771400008,has job,has job,has job,has job,has job,has job,has job,6
1771400009,has job,has job,has job,has job,has job,has job,has job,6
1771400021,has job,has job,has job,has job,has job,has job,has job,has job
1771400032,has job,has job,has job,has job,has job,no job,no job,6
1771500002,has job,has job,has job,has job,no job,no job,no job,6
1771500031,has job,has job,has job,has job,has job,has job,has job,6
1771500004,has job,has job,has job,has job,has job,has job,has job,6
1771500051,has job,no job,no job,has job,has job,has job,has job,has job
1771500009,no job,no job,no job,has job,has job,has job,has job,6
1771500032,no job,no job,no job,no job,no job,no job,has job,6
1771600001,has job,has job,has job,has job,has job,has job,has job,6
1771600002,no job,no job,no job,has job,has job,has job,has job,6
1771600031,has job,has job,has job,has job,has job,has job,has job,has job
1771600004,has job,has job,has job,has job,has job,has job,has job,6
1771841001,has job,has job,has job,has job,has job,has job,has job,has job
1771800002,has job,has job,has job,has job,has job,has job,has job,6
1771800004,has job,has job,has job,no job,no job,no job,has job,6
1771800052,no job,no job,no job,no job,has job,has job,no job,6
1771800051,no job,no job,no job,has job,has job,has job,has job,6
1771900002,has job,has job,has job,has job,has job,has job,has job,6
1771900003,has job,has job,has job,has job,has job,no job,no job,6
1771931003,no job,no job,has job,has job,has job,has job,no job,6
1771941001,has job,has job,has job,has job,has job,has job,has job,has job
1772000001,has job,has job,has job,has job,has job,has job,has job,6
1772031002,has job,has job,has job,has job,has job,has job,has job,6
1772100001,has job,has job,has job,has job,has job,has job,has job,has job
1772100004,has job,has job,has job,has job,has job,has job,has job,has job
1772100032,no job,no job,no job,no job,no job,no job,no job,no job
1772200001,has job,has job,has job,has job,has job,has job,has job,has job
1772200002,has job,has job,has job,has job,has job,has job,has job,has job
1772300001,has job,has job,has job,has job,has job,has job,has job,has job
1772300002,has job,has job,has job,has job,has job,has job,has job,has job
1772300031,has job,has job,has job,has job,has job,has job,has job,has job
1772341001,has job,has job,has job,has job,has job,has job,has job,has job
1772300051,no job,no job,has job,has job,has job,has job,has job,has job
1772300006,no job,no job,no job,no job,no job,no job,no job,has job
1772421001,has job,has job,has job,has job,has job,has job,has job,has job
1772400002,has job,has job,has job,has job,has job,has job,has job,has job
1772422001,has job,has job,has job,has job,has job,has job,has job,has job
1772400041,no job,no job,has job,has job,has job,no job,has job,has job
1772400051,no job,no job,has job,has job,no job,no job,no job,has job
1772500001,has job,has job,has job,has job,has job,has job,has job,has job
1772500021,has job,has job,has job,has job,has job,has job,has job,has job
1772541001,has job,has job,has job,has job,has job,has job,has job,has job
1772500004,has job,has job,has job,has job,has job,has job,has job,has job
1772500052,has job,no job,no job,no job,no job,no job,has job,has job
1772600002,no job,no job,no job,no job,no job,no job,no job,has job
1772600003,has job,has job,has job,has job,has job,has job,has job,has job
1772700001,no job,no job,no job,no job,no job,no job,has job,has job
1772741001,has job,has job,has job,has job,has job,has job,has job,has job
1772742002,has job,has job,has job,has job,has job,has job,has job,has job
1772742003,no job,no job,no job,no job,no job,no job,has job,has job
1772700005,has job,has job,has job,has job,has job,has job,has job,has job
1772742001,has job,has job,has job,has job,has job,has job,has job,has job
1772742004,no job,no job,no job,no job,no job,no job,no job,has job
1772800001,has job,has job,has job,has job,has job,has job,has job,has job
1772800031,has job,has job,has job,has job,has job,has job,has job,has job
1772800006,no job,no job,has job,has job,has job,has job,has job,no job
1772841001,has job,has job,has job,has job,has job,has job,has job,has job
1772900002,has job,has job,has job,has job,has job,has job,has job,has job
1772931001,has job,has job,has job,has job,has job,has job,has job,has job
1772900051,has job,has job,has job,has job,has job,has job,has job,has job
1772900062,has job,has job,no job,no job,no job,has job,has job,has job
1772941004,has job,has job,has job,has job,has job,has job,has job,6
1772932001,has job,has job,has job,has job,has job,has job,has job,has job
1772931004,has job,has job,has job,has job,has job,has job,has job,has job
1772900061,has job,has job,has job,has job,has job,has job,has job,has job
1773000002,has job,has job,has job,has job,has job,has job,has job,has job
1773000031,has job,has job,has job,has job,has job,has job,has job,has job
1773000041,has job,has job,has job,has job,has job,has job,has job,has job
1773000051,no job,has job,has job,has job,has job,has job,has job,6
1773000042,has job,has job,has job,has job,has job,has job,has job,has job
1773000052,no job,no job,has job,has job,has job,has job,has job,has job
1780131001,has job,has job,has job,has job,has job,has job,has job,6
1780131002,has job,has job,has job,has job,has job,has job,has job,6
1780132002,no job,no job,no job,has job,has job,has job,has job,6
1780100041,no job,no job,no job,no job,no job,has job,has job,has job
1780100005,has job,has job,has job,has job,has job,has job,has job,6
1780141002,has job,has job,has job,has job,has job,has job,has job,6
17801000010,has job,has job,has job,no job,no job,no job,no job,6
1780141006,has job,has job,has job,has job,has job,has job,has job,6
1780300002,has job,has job,has job,has job,has job,has job,has job,6
1780341001,has job,has job,has job,has job,has job,has job,has job,6
1780300052,has job,has job,has job,has job,has job,has job,has job,6
1780300006,has job,has job,has job,has job,has job,has job,has job,6
1780300071,has job,has job,has job,has job,has job,has job,has job,has job
1780300008,has job,has job,has job,has job,has job,has job,has job,6
1780332001,has job,has job,has job,has job,has job,has job,has job,6
17803000011,has job,has job,has job,has job,has job,has job,has job,6
17803000014,no job,no job,no job,has job,no job,no job,no job,6
17803000015,no job,no job,no job,no job,no job,no job,has job,6
1780332032,no job,no job,no job,no job,no job,has job,no job,6
1780332004,no job,no job,no job,no job,no job,no job,no job,6
1780300051,has job,has job,has job,has job,has job,has job,has job,6
1780300072,no job,has job,has job,no job,no job,no job,no job,6
1780332031,has job,has job,has job,has job,has job,has job,has job,6
1780400001,has job,has job,has job,has job,has job,has job,has job,6
1780400002,has job,has job,has job,has job,has job,has job,has job,6
1780400042,no job,no job,no job,has job,no job,no job,no job,6
1780400041,has job,has job,has job,has job,has job,has job,has job,6
1780531002,has job,has job,has job,has job,has job,has job,has job,6
1780500031,has job,has job,has job,has job,has job,has job,has job,6
1780500004,no job,no job,no job,no job,no job,no job,no job,6
1780531005,no job,has job,has job,has job,has job,has job,has job,6
1780500007,has job,has job,has job,has job,has job,has job,has job,6
1780531007,has job,has job,has job,has job,has job,has job,has job,6
1780500032,no job,no job,no job,no job,no job,no job,has job,6
1780600001,has job,has job,has job,has job,has job,has job,has job,6
1780600003,has job,has job,has job,has job,has job,has job,has job,6
1780600004,no job,no job,no job,no job,no job,no job,no job,6
1780600006,no job,no job,no job,has job,has job,has job,has job,6
1780700002,has job,has job,has job,has job,has job,has job,has job,6
1780700003,no job,has job,has job,has job,has job,has job,has job,6
1780700004,has job,has job,has job,has job,has job,has job,has job,6
1780700005,no job,no job,no job,no job,has job,has job,has job,6
1780700006,has job,has job,has job,has job,has job,has job,has job,6
1780700007,no job,no job,no job,no job,has job,has job,has job,6
1780800004,has job,has job,has job,has job,has job,has job,has job,6
1780931001,has job,has job,has job,has job,has job,has job,has job,6
1780941001,has job,has job,has job,has job,has job,has job,has job,6
1780900005,has job,has job,has job,has job,has job,has job,has job,6
1780911001,has job,has job,has job,has job,has job,has job,has job,6
1780931002,has job,has job,has job,has job,has job,has job,no job,6
1780941002,no job,no job,has job,has job,has job,has job,has job,6
17809000011,has job,has job,has job,has job,has job,has job,has job,6
1780911002,no job,no job,has job,has job,has job,has job,has job,6
1781000002,no job,no job,no job,has job,has job,has job,has job,6
1781031002,has job,has job,has job,has job,has job,has job,has job,6
1781032002,no job,no job,no job,no job,no job,no job,has job,6
1781031001,no job,has job,no job,no job,no job,has job,has job,has job
17810000011,no job,has job,has job,has job,has job,has job,has job,6
1781031003,no job,no job,no job,no job,no job,has job,has job,6
1781032001,has job,has job,has job,has job,has job,has job,has job,6
1781100001,has job,has job,has job,has job,has job,has job,has job,6
1781100006,no job,no job,no job,no job,has job,has job,no job,6
1781200021,has job,has job,has job,has job,has job,has job,has job,has job
1781200003,no job,no job,no job,has job,has job,has job,has job,6
1781200004,has job,no job,has job,no job,no job,has job,has job,6
1781200005,no job,no job,no job,no job,no job,no job,has job,6
1781200006,has job,has job,has job,has job,has job,has job,has job,6
1781200007,has job,has job,has job,has job,has job,no job,no job,6
17812000012,has job,has job,has job,has job,has job,has job,has job,6
1781300001,has job,has job,has job,has job,has job,has job,has job,6
1781300002,has job,has job,has job,has job,has job,has job,has job,6
1781300003,has job,has job,has job,has job,has job,has job,has job,6
1781300005,has job,has job,has job,has job,has job,has job,has job,6
1781400003,has job,has job,has job,has job,has job,has job,has job,6
1781400004,has job,has job,has job,has job,has job,has job,has job,6
1781400005,no job,no job,no job,no job,has job,has job,has job,6
1781400061,no job,no job,no job,no job,no job,has job,no job,6
1781500001,has job,has job,no job,no job,no job,has job,has job,6
1781500002,no job,no job,no job,no job,has job,has job,has job,6
1781541002,no job,no job,no job,no job,no job,no job,has job,6
1781500006,no job,no job,no job,has job,has job,no job,no job,6
1781500081,has job,has job,has job,has job,has job,has job,has job,6
17815000010,has job,has job,has job,has job,has job,has job,has job,6
1781541001,has job,has job,has job,has job,has job,has job,has job,6
1781500082,no job,no job,no job,has job,has job,no job,no job,6
1781600003,has job,has job,has job,has job,has job,has job,has job,6
1781600007,has job,has job,has job,has job,has job,has job,has job,6
1781600008,no job,no job,no job,has job,has job,has job,has job,6
1781731001,has job,has job,has job,has job,has job,has job,has job,6
1781741001,has job,has job,has job,has job,has job,has job,has job,6
1781700005,no job,no job,no job,no job,no job,no job,no job,6
1781700006,no job,no job,no job,no job,has job,has job,has job,6
1781731002,has job,has job,has job,has job,has job,has job,has job,6
17817000010,has job,has job,has job,has job,has job,has job,has job,6
1781741002,no job,no job,no job,no job,no job,no job,has job,6
1781800001,has job,has job,has job,has job,has job,has job,has job,6
1781800031,has job,has job,has job,has job,has job,has job,has job,6
1781831001,has job,has job,has job,has job,has job,no job,no job,6
1781800052,has job,has job,has job,has job,has job,has job,has job,6
1781831002,no job,has job,has job,has job,has job,has job,has job,6
1781831003,no job,no job,no job,no job,has job,no job,no job,6
1781831004,no job,no job,no job,no job,no job,no job,no job,6
1781831006,no job,no job,no job,no job,has job,has job,has job,6
1781800032,no job,no job,no job,has job,has job,has job,has job,6
1781900002,has job,has job,has job,has job,has job,has job,has job,6
1781900004,has job,has job,has job,has job,has job,has job,has job,6
1782031001,has job,has job,has job,has job,has job,has job,has job,6
1782031002,has job,has job,has job,has job,has job,has job,has job,6
1782000031,no job,no job,no job,no job,no job,no job,has job,6
1782000032,has job,has job,has job,has job,has job,has job,has job,6
1782200004,has job,no job,no job,no job,no job,no job,no job,6
1782200051,has job,has job,has job,has job,has job,has job,has job,has job
1782200006,no job,no job,no job,has job,has job,has job,has job,6
1782300001,has job,has job,has job,has job,has job,has job,has job,6
1782300002,has job,has job,has job,has job,has job,has job,has job,6
1782300003,no job,no job,has job,has job,no job,no job,no job,6
1782300004,no job,no job,no job,no job,has job,has job,has job,6
1782400002,no job,no job,no job,no job,no job,has job,has job,6
1782441002,has job,has job,has job,no job,no job,no job,no job,6
1782441001,has job,has job,has job,has job,has job,has job,has job,6
1782500001,has job,has job,has job,has job,has job,has job,has job,6
1782500002,has job,has job,has job,has job,has job,has job,has job,6
1782541002,no job,no job,no job,no job,no job,no job,no job,6
1782500041,has job,has job,has job,has job,has job,has job,has job,6
1782500005,has job,has job,has job,has job,has job,has job,has job,6
1782500006,has job,has job,has job,has job,has job,has job,has job,6
1782541001,has job,has job,has job,has job,has job,has job,has job,6
1782500042,no job,no job,no job,no job,no job,no job,no job,6
1782600001,has job,has job,has job,has job,has job,has job,has job,has job
1782600002,has job,has job,has job,has job,no job,no job,no job,no job
1782641001,has job,has job,has job,has job,has job,has job,has job,has job
1782600004,no job,no job,no job,has job,has job,has job,has job,has job
1782600005,has job,has job,has job,has job,has job,has job,has job,has job
1782641002,no job,no job,no job,has job,has job,has job,has job,has job
1782741002,has job,has job,has job,has job,has job,has job,has job,6
1782700042,has job,has job,has job,has job,has job,has job,has job,6
1782700005,has job,has job,has job,has job,has job,has job,has job,6
1782700006,no job,no job,has job,has job,has job,has job,has job,6
1782700071,no job,no job,has job,has job,has job,has job,has job,6
1782741001,has job,has job,has job,has job,has job,has job,has job,6
1782700121,no job,no job,no job,no job,no job,no job,no job,6
1782700041,has job,has job,has job,has job,no job,has job,has job,6
1782700072,has job,has job,has job,has job,has job,has job,has job,6
1782800001,has job,has job,has job,has job,has job,has job,has job,6
1782800002,has job,has job,has job,has job,has job,has job,has job,6
1782841002,no job,no job,no job,has job,has job,has job,has job,6
1782842001,has job,has job,has job,has job,has job,has job,has job,6
1782831002,no job,no job,no job,no job,has job,has job,has job,6
1782832003,no job,no job,has job,has job,has job,has job,no job,6
1782842002,no job,no job,no job,no job,no job,no job,no job,6
1782831001,has job,has job,has job,has job,has job,has job,has job,6
1782841001,has job,has job,has job,has job,has job,has job,has job,6
1782900001,has job,has job,has job,has job,has job,has job,has job,6
1782900002,has job,has job,has job,has job,has job,has job,has job,6
1783031002,has job,has job,has job,has job,has job,no job,has job,6
1783041002,no job,no job,no job,no job,no job,no job,has job,6
1783041001,has job,has job,has job,has job,has job,has job,has job,6
1790100001,has job,has job,has job,has job,has job,has job,has job,6
1790100002,has job,has job,has job,has job,has job,has job,has job,has job
1790131001,has job,has job,has job,has job,has job,has job,has job,6
1790100042,has job,has job,has job,has job,has job,has job,has job,6
1790200003,has job,has job,has job,has job,has job,has job,has job,6
1790200005,no job,no job,no job,no job,no job,has job,has job,6
1790200008,has job,has job,has job,has job,has job,has job,has job,6
1790300005,has job,has job,has job,has job,has job,has job,has job,has job
1790400001,has job,has job,has job,has job,has job,has job,has job,has job
1790400002,has job,has job,has job,has job,has job,has job,has job,6
1790521004,has job,has job,has job,has job,has job,has job,has job,has job
1790521003,has job,has job,has job,has job,has job,has job,has job,has job
1790600002,has job,has job,has job,has job,has job,has job,has job,has job
1792100006,no job,no job,no job,no job,no job,no job,no job,has job
1790641001,has job,has job,has job,has job,has job,has job,has job,6
1790600051,has job,has job,has job,has job,has job,has job,has job,has job
1790600006,no job,no job,no job,no job,has job,has job,has job,6
1790600008,no job,no job,no job,has job,has job,has job,has job,6
1790641003,has job,has job,has job,has job,has job,has job,has job,6
1790800001,has job,has job,has job,has job,has job,has job,has job,has job
1790800002,has job,has job,has job,has job,has job,has job,has job,has job
1790831001,no job,no job,has job,no job,no job,no job,no job,6
1790800041,no job,no job,has job,has job,has job,has job,has job,6
1790800005,no job,no job,no job,no job,no job,has job,has job,has job
1790831004,no job,has job,has job,has job,has job,has job,has job,6
1790800042,has job,no job,no job,no job,no job,no job,no job,no job
1790900001,has job,has job,has job,has job,has job,has job,has job,has job
1790900002,has job,has job,has job,has job,has job,has job,has job,6
1790900003,no job,no job,no job,no job,no job,has job,has job,6
1790900004,no job,no job,no job,no job,no job,no job,has job,6
1791100001,has job,has job,has job,has job,has job,has job,has job,6
1791131001,has job,has job,has job,has job,has job,has job,has job,6
1791100004,has job,has job,has job,has job,has job,has job,has job,6
1791131002,has job,has job,has job,has job,has job,has job,has job,6
1791100032,has job,has job,has job,has job,has job,has job,has job,has job
1791200002,has job,has job,has job,has job,has job,has job,has job,6
1791300001,has job,has job,has job,has job,has job,has job,has job,has job
1791300002,no job,no job,no job,has job,has job,has job,has job,has job
1791300003,has job,has job,has job,has job,has job,has job,has job,has job
1791300006,no job,no job,no job,no job,has job,no job,no job,no job
1791400001,has job,has job,has job,has job,has job,has job,has job,has job
1791400002,has job,has job,has job,has job,has job,has job,has job,6
1791400032,has job,has job,has job,has job,has job,has job,has job,6
1791500002,has job,has job,has job,has job,has job,has job,has job,has job
1791600003,no job,no job,no job,no job,no job,no job,no job,has job
1791700001,has job,has job,has job,has job,has job,has job,has job,has job
1791700002,has job,has job,has job,has job,has job,has job,has job,has job
1791841001,has job,has job,has job,has job,has job,has job,has job,has job
1791800004,has job,has job,has job,has job,has job,has job,has job,has job
1792000001,has job,has job,has job,has job,has job,has job,has job,has job
1792021001,has job,has job,has job,has job,has job,has job,has job,has job
1792011002,has job,has job,has job,has job,has job,no job,no job,no job
1792041001,has job,has job,has job,has job,has job,has job,has job,has job
1792011001,has job,has job,has job,has job,has job,has job,has job,has job
1792011003,no job,no job,no job,no job,no job,no job,no job,has job
1792021003,no job,no job,no job,no job,no job,no job,no job,has job
1792100003,has job,has job,has job,has job,has job,has job,has job,has job
1792200002,has job,has job,has job,has job,has job,has job,has job,6
1792241002,no job,no job,has job,has job,has job,has job,has job,has job
1792242001,no job,no job,has job,no job,no job,no job,no job,no job
1792200005,no job,no job,no job,no job,no job,no job,no job,has job
1792241001,has job,has job,has job,has job,has job,has job,has job,6
1792300001,has job,has job,has job,has job,has job,has job,has job,has job
1792300002,no job,no job,no job,has job,has job,has job,has job,6
1792341001,has job,has job,no job,has job,no job,has job,has job,has job
1792341002,no job,no job,no job,has job,has job,has job,has job,has job
1792400001,has job,has job,has job,has job,has job,has job,has job,has job
1792400002,has job,has job,has job,has job,has job,has job,has job,6
1792400003,no job,no job,no job,no job,no job,no job,has job,has job
1792441002,no job,no job,no job,no job,no job,no job,no job,no job
1792500002,has job,has job,has job,has job,has job,has job,has job,6
1792541002,has job,has job,has job,has job,has job,has job,has job,has job
1792500051,has job,has job,has job,has job,has job,has job,no job,no job
1792541001,has job,has job,has job,has job,has job,has job,has job,6
1792541003,no job,no job,no job,no job,no job,no job,has job,has job
1792541004,no job,no job,no job,no job,no job,no job,no job,6
1792500052,has job,has job,has job,has job,has job,has job,has job,has job
1792600001,no job,no job,no job,no job,no job,no job,has job,6
1792600002,has job,has job,has job,has job,has job,has job,has job,6
1792641002,has job,has job,has job,has job,has job,has job,has job,6
1792642001,has job,has job,has job,has job,has job,has job,has job,6
1792600005,no job,no job,no job,no job,no job,has job,has job,no job
1792600007,has job,has job,has job,has job,has job,has job,has job,has job
1792641001,has job,has job,has job,has job,has job,has job,has job,has job
1792700001,has job,has job,has job,has job,has job,has job,has job,has job
1792700003,has job,has job,has job,has job,has job,has job,has job,6
1792700004,has job,has job,has job,has job,has job,no job,no job,has job
1792700051,has job,has job,has job,has job,has job,has job,has job,has job
1792700006,no job,no job,no job,no job,has job,no job,has job,6
1792800001,has job,has job,has job,has job,has job,has job,has job,has job
1792800002,no job,no job,no job,has job,has job,has job,has job,6
1792841004,has job,no job,no job,no job,no job,no job,no job,no job
1792800005,no job,no job,no job,has job,has job,has job,has job,has job
1792800006,no job,no job,no job,no job,no job,has job,has job,6
1792841003,has job,has job,has job,has job,has job,has job,has job,6
1792900001,has job,has job,has job,has job,has job,has job,has job,6
1792900002,has job,has job,has job,has job,has job,has job,no job,has job
1792900031,no job,no job,no job,no job,no job,no job,has job,no job
1792900005,no job,no job,has job,has job,has job,has job,has job,has job
1792900032,no job,no job,no job,no job,has job,has job,has job,6
1793000001,no job,no job,no job,no job,no job,no job,has job,6
1793000002,has job,has job,has job,has job,has job,has job,has job,has job
1793000031,has job,no job,no job,has job,has job,has job,has job,6
1793000004,no job,no job,no job,has job,has job,has job,has job,has job
1793000006,no job,no job,no job,no job,no job,no job,has job,has job
1793000007,no job,has job,has job,has job,has job,has job,has job,has job
1800100002,no job,no job,no job,no job,no job,has job,has job,has job
1800141001,has job,has job,has job,has job,has job,has job,no job,no job
1800100041,has job,has job,has job,has job,has job,has job,has job,has job
1800100051,no job,no job,no job,has job,has job,has job,has job,has job
1800141002,has job,has job,has job,has job,has job,has job,has job,has job
1800100052,no job,no job,has job,has job,has job,has job,has job,has job
1800300001,has job,has job,has job,has job,has job,has job,has job,has job
1800300002,has job,has job,has job,has job,has job,has job,has job,has job
1800311001,has job,has job,has job,has job,has job,has job,has job,has job
1800311002,no job,no job,no job,no job,no job,has job,has job,has job
1800400001,has job,has job,has job,has job,has job,has job,has job,has job
1800400022,has job,has job,has job,has job,has job,has job,no job,no job
1800400031,no job,has job,has job,has job,has job,has job,has job,has job
1800400004,has job,has job,has job,has job,has job,has job,has job,has job
1800400021,has job,no job,no job,no job,no job,no job,no job,has job
1800500001,has job,has job,has job,has job,has job,has job,has job,has job
1800500002,has job,has job,has job,has job,has job,has job,has job,has job
1800541001,has job,has job,has job,has job,has job,has job,has job,has job
1800541002,no job,no job,no job,no job,no job,no job,no job,has job
1800600001,has job,has job,has job,no job,no job,no job,no job,no job
1800600002,has job,has job,has job,has job,no job,no job,no job,no job
1800642001,has job,has job,has job,has job,has job,has job,has job,has job
1800642002,has job,has job,has job,has job,has job,has job,has job,has job
1800700006,has job,has job,has job,has job,has job,has job,has job,has job
1800800001,has job,has job,has job,has job,has job,has job,has job,has job
1800800002,has job,has job,has job,has job,no job,no job,has job,no job
1800842001,no job,has job,has job,has job,has job,has job,has job,has job
1800841002,has job,has job,has job,has job,has job,has job,has job,has job
1800900001,has job,has job,has job,has job,has job,has job,has job,has job
1800900002,has job,has job,has job,has job,has job,has job,has job,has job
1801000004,has job,has job,has job,has job,has job,has job,has job,has job
1801000005,no job,no job,no job,no job,no job,no job,no job,no job
1801100001,has job,has job,has job,has job,has job,has job,has job,has job
1801132001,no job,no job,no job,has job,has job,has job,has job,has job
1801100006,no job,no job,no job,no job,no job,no job,has job,has job
1801200001,has job,has job,has job,has job,has job,has job,has job,has job
1801200002,has job,has job,has job,has job,has job,has job,has job,has job
1801200005,has job,has job,has job,has job,has job,no job,no job,no job
1801200006,no job,no job,no job,no job,has job,no job,no job,no job
1801300005,no job,no job,has job,has job,has job,has job,has job,6
1801300008,has job,has job,has job,has job,has job,has job,has job,has job
1801300009,has job,has job,has job,has job,has job,has job,has job,6
18013000013,has job,has job,has job,has job,has job,has job,has job,6
1801400001,has job,has job,has job,has job,has job,has job,has job,has job
1801400002,has job,has job,has job,has job,has job,has job,has job,has job
1801400003,no job,no job,no job,no job,no job,has job,has job,has job
1801400004,no job,no job,no job,no job,no job,no job,no job,no job
1801600001,has job,has job,has job,has job,has job,has job,has job,has job
1801600002,has job,has job,has job,has job,has job,has job,has job,has job
1801600004,has job,has job,has job,has job,has job,has job,has job,has job
