Person,2007,2008,2009,2010,2011,2012,2013,2014
2731900007,no job,has job,has job,no job,has job,has job,has job,6
2731900008,has job,has job,has job,has job,has job,has job,has job,6
2731943001,has job,has job,has job,has job,has job,has job,has job,6
2732000041,has job,has job,has job,has job,has job,has job,has job,6
27319000016,no job,no job,no job,no job,no job,no job,has job,6
2731931001,has job,has job,has job,has job,has job,has job,has job,6
2731933001,has job,has job,has job,has job,has job,has job,has job,6
2732031002,no job,no job,no job,no job,no job,has job,has job,has job
2732000042,no job,no job,has job,has job,has job,has job,has job,6
2732000005,no job,no job,has job,has job,has job,has job,has job,6
2732031001,has job,has job,has job,has job,has job,has job,has job,has job
2732100001,has job,has job,has job,has job,no job,has job,has job,6
2732100002,has job,has job,has job,has job,has job,has job,has job,6
2732131001,has job,no job,no job,no job,no job,has job,no job,no job
2732131003,has job,has job,has job,has job,has job,has job,has job,has job
2732200001,has job,has job,has job,has job,has job,has job,has job,6
2732200002,has job,has job,has job,has job,has job,has job,has job,6
2732241001,has job,has job,has job,has job,has job,has job,has job,6
2732242001,has job,has job,has job,has job,has job,has job,has job,6
2732200005,has job,has job,has job,has job,has job,has job,has job,6
2732243001,has job,has job,has job,has job,has job,has job,has job,no job
2732241002,has job,has job,no job,has job,has job,has job,no job,6
2732242002,has job,has job,has job,has job,has job,has job,has job,6
2732300001,has job,has job,has job,has job,has job,has job,has job,6
2732300002,no job,has job,has job,has job,has job,has job,has job,6
2732300003,has job,has job,has job,has job,has job,has job,has job,6
2732441032,no job,no job,has job,has job,has job,has job,no job,has job
2732400061,has job,has job,has job,has job,has job,has job,has job,has job
2732400007,no job,no job,has job,has job,has job,no job,has job,6
2732441031,has job,has job,has job,has job,has job,has job,has job,has job
2732500003,has job,has job,has job,has job,has job,has job,has job,6
2732500051,has job,has job,has job,has job,has job,has job,has job,6
2732600001,has job,has job,has job,has job,has job,no job,no job,6
2732631001,has job,has job,has job,has job,has job,has job,has job,6
2732632002,has job,has job,has job,has job,has job,has job,has job,6
2732631002,no job,no job,no job,has job,has job,has job,has job,6
2732600081,no job,no job,no job,no job,no job,no job,no job,has job
2732631004,no job,no job,no job,no job,has job,no job,no job,6
2732632001,has job,has job,has job,has job,has job,has job,has job,6
2732632004,no job,no job,no job,no job,no job,no job,has job,6
2732700021,has job,has job,has job,has job,has job,has job,has job,6
2732700003,has job,has job,has job,has job,has job,has job,has job,6
2732700006,has job,no job,no job,no job,no job,has job,has job,6
2732700041,has job,has job,has job,has job,has job,has job,has job,6
2732800001,has job,has job,has job,has job,has job,has job,has job,6
2732800002,has job,has job,has job,has job,has job,has job,has job,6
2732800031,no job,no job,no job,no job,has job,has job,has job,6
2732800041,no job,no job,no job,no job,no job,no job,no job,has job
2732800005,no job,no job,no job,no job,no job,no job,no job,6
2733031001,has job,has job,has job,has job,has job,has job,has job,6
2733031002,has job,has job,has job,has job,has job,has job,has job,6
2733031003,no job,no job,no job,no job,has job,has job,has job,6
2733000004,has job,has job,has job,has job,has job,has job,has job,6
2733000061,has job,has job,has job,has job,has job,has job,has job,6
2733000071,no job,no job,no job,no job,no job,no job,no job,6
2733031006,no job,no job,has job,has job,has job,has job,has job,6
2733000062,no job,no job,has job,has job,no job,no job,no job,6
2733000064,has job,has job,has job,has job,has job,has job,has job,6
2733000073,has job,has job,has job,has job,has job,has job,has job,6
2740100001,has job,has job,has job,has job,has job,has job,has job,6
2740100002,has job,has job,has job,has job,has job,has job,has job,6
2740141001,has job,has job,has job,has job,has job,has job,has job,6
2740142001,has job,has job,has job,has job,has job,has job,has job,has job
2740141002,has job,has job,has job,has job,has job,has job,has job,6
2740142002,has job,has job,has job,has job,has job,has job,has job,has job
2740200001,has job,has job,has job,has job,has job,has job,has job,6
2740241001,has job,has job,has job,has job,has job,has job,has job,6
2741700031,has job,has job,has job,has job,has job,has job,has job,6
2740242002,has job,has job,has job,has job,has job,has job,has job,6
2740243002,no job,no job,no job,has job,has job,has job,has job,has job
2740244001,has job,has job,has job,has job,has job,has job,has job,has job
2740245001,no job,no job,has job,has job,has job,has job,has job,has job
2740200092,no job,no job,no job,no job,has job,has job,has job,6
2740241002,no job,no job,no job,no job,no job,no job,no job,6
2740242001,has job,has job,has job,has job,has job,has job,has job,6
2740243003,no job,has job,has job,no job,no job,no job,no job,no job
2740244002,has job,has job,has job,has job,has job,has job,has job,has job
2740245002,has job,has job,has job,has job,has job,has job,has job,has job
2740200091,has job,has job,has job,has job,has job,has job,has job,6
2740300001,has job,has job,has job,has job,has job,has job,has job,6
2740300002,has job,has job,has job,has job,has job,has job,has job,6
2740300003,has job,has job,has job,has job,has job,has job,has job,6
2740331002,has job,has job,no job,no job,no job,no job,no job,no job
2740300062,no job,no job,no job,no job,no job,no job,no job,6
2740331006,has job,has job,has job,has job,has job,has job,has job,has job
2740300061,no job,no job,no job,no job,has job,has job,has job,6
2740400001,no job,no job,no job,no job,no job,no job,has job,6
2740400002,has job,has job,has job,has job,has job,has job,has job,6
2740400005,no job,no job,no job,no job,no job,no job,no job,has job
2740500002,has job,has job,has job,has job,has job,has job,has job,6
2740500031,no job,no job,no job,no job,no job,no job,no job,has job
2740531001,has job,has job,has job,has job,has job,has job,has job,6
2740600032,no job,no job,no job,no job,no job,no job,has job,6
2740600004,no job,no job,no job,no job,no job,has job,has job,6
2740600005,no job,no job,no job,no job,no job,no job,no job,6
2740600007,has job,has job,has job,has job,has job,has job,has job,6
2740641001,has job,has job,has job,has job,has job,has job,has job,has job
2740700004,has job,has job,has job,has job,has job,has job,has job,6
2740800001,has job,has job,has job,has job,has job,has job,has job,6
2740800002,has job,has job,has job,has job,has job,has job,has job,6
2740842001,no job,has job,has job,has job,has job,has job,has job,has job
2740900003,has job,has job,has job,has job,has job,has job,has job,6
2741000001,has job,has job,has job,has job,has job,no job,has job,6
2741000002,has job,has job,has job,has job,has job,has job,has job,6
2741031002,has job,has job,has job,has job,has job,has job,has job,6
2741000004,has job,has job,has job,has job,has job,has job,has job,6
2741100002,has job,has job,has job,has job,has job,has job,has job,6
2741131002,has job,has job,has job,has job,has job,has job,has job,6
2741141001,has job,has job,has job,has job,has job,has job,has job,6
2741142002,no job,no job,no job,no job,no job,no job,no job,no job
2741100007,no job,no job,no job,no job,no job,no job,no job,6
2741141002,no job,no job,has job,has job,has job,has job,has job,6
2741131001,has job,has job,has job,has job,has job,has job,has job,6
2741142001,has job,has job,has job,has job,has job,has job,has job,has job
2741200001,has job,has job,has job,has job,has job,has job,has job,6
2741200002,has job,has job,has job,has job,has job,has job,has job,6
2741200031,has job,has job,has job,has job,has job,has job,has job,6
2741200041,no job,no job,no job,no job,no job,no job,has job,6
2741200005,no job,no job,no job,no job,has job,has job,has job,6
2741200032,no job,no job,no job,has job,has job,has job,no job,6
2741200042,no job,no job,no job,has job,no job,no job,no job,6
2741300001,has job,has job,has job,has job,has job,has job,has job,6
2741300004,has job,has job,has job,has job,has job,has job,has job,6
2741300005,no job,no job,has job,has job,has job,has job,has job,6
2741300007,no job,has job,has job,has job,has job,has job,has job,6
2741441001,has job,has job,has job,has job,has job,has job,has job,6
2741400004,has job,has job,has job,has job,has job,has job,has job,6
2741441002,has job,has job,has job,has job,has job,has job,has job,6
27414000010,has job,has job,has job,has job,has job,has job,has job,6
2741500001,has job,has job,has job,has job,has job,has job,has job,6
2741500002,has job,has job,has job,has job,has job,has job,has job,6
2741500003,has job,has job,has job,has job,has job,has job,has job,6
2741541001,has job,has job,has job,has job,has job,has job,has job,6
2741542001,has job,has job,has job,has job,has job,has job,has job,6
2741500007,no job,no job,no job,has job,has job,has job,has job,6
2741542005,has job,has job,has job,has job,has job,has job,has job,6
2740900004,has job,has job,has job,has job,has job,has job,has job,6
2740300007,has job,has job,has job,has job,has job,has job,has job,6
2741600005,has job,has job,has job,has job,has job,has job,has job,6
2741642001,no job,no job,no job,no job,no job,no job,no job,6
2741642002,has job,has job,no job,no job,has job,has job,has job,has job
2741700001,has job,has job,has job,has job,has job,has job,has job,6
2741700002,has job,has job,has job,has job,has job,has job,has job,6
2741700032,has job,has job,has job,has job,has job,has job,has job,6
2741700041,no job,has job,has job,has job,has job,has job,has job,6
2741700005,no job,no job,no job,no job,no job,no job,no job,6
2741700042,no job,no job,has job,has job,no job,has job,has job,6
2741800003,has job,has job,has job,has job,has job,has job,has job,6
2741800004,has job,has job,has job,has job,has job,has job,has job,6
2741800006,no job,no job,no job,no job,no job,no job,has job,6
