hhid14_9,pid14,movenum,mg21bx,mg21cx,mg21dx,mg21ex,mg21e,mg21d,mg21c,mg21b,mg24x,mg24mth,mg24yr,mg25,mg26,mg27x,mg27,mg28,mg29,mg30,mg31,mg34a,mg34,mg35,mg36,mg39,mg40,hhid14,pidlink,version,module
282040000,18,1,8,8,8,1,98,98,98,998,1,8,2009,NA,5,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2820400,282040018,1.3,B3A_MG2
282040000,18,2,3,3,3,3,62,52,3,90,1,9,2013,NA,1,8,NA,1,1,6,NA,NA,3,NA,,1,NA,2820400,282040018,1.3,B3A_MG2
282040000,18,3,3,3,3,3,62,52,3,90,1,9,2013,NA,1,1,1,4,NA,NA,NA,NA,3,NA,,3,NA,2820400,282040018,1.3,B3A_MG2
282050000,3,1,8,8,8,1,98,98,98,998,1,6,1998,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2820500,282050003,1.3,B3A_MG2
282050000,3,2,3,3,3,3,62,52,3,90,1,2,2004,NA,1,8,NA,22,NA,NA,NA,NA,3,NA,,1,NA,2820500,282050003,1.3,B3A_MG2
282050000,3,3,8,8,8,1,98,98,98,998,1,2,2005,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2820500,282050003,1.3,B3A_MG2
282050000,3,4,3,3,3,3,62,52,3,90,1,9,2014,NA,1,8,NA,12,NA,NA,NA,NA,3,NA,,3,NA,2820500,282050003,1.3,B3A_MG2
282064100,6,1,1,1,1,3,62,63,2,30,1,98,1980,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2820641,282064106,1.3,B3A_MG2
282064100,6,2,1,3,3,3,62,52,3,61,1,98,1984,NA,1,8,NA,12,NA,NA,NA,NA,3,NA,,1,NA,2820641,282064106,1.3,B3A_MG2
282064100,6,3,3,3,3,3,62,52,3,90,1,4,1986,NA,1,1,1,4,NA,NA,NA,NA,3,NA,,1,NA,2820641,282064106,1.3,B3A_MG2
282064100,6,4,8,8,8,1,98,98,98,998,1,98,1989,NA,3,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2820641,282064106,1.3,B3A_MG2
282064100,6,5,3,3,3,3,62,52,3,90,1,98,1992,NA,1,8,NA,12,NA,NA,NA,NA,3,NA,,1,NA,2820641,282064106,1.3,B3A_MG2
282064100,6,6,8,8,8,1,98,98,98,998,1,98,1992,NA,3,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2820641,282064106,1.3,B3A_MG2
282064100,6,7,3,3,3,3,62,52,3,90,1,98,1997,NA,1,8,NA,12,NA,NA,NA,NA,3,NA,,3,NA,2820641,282064106,1.3,B3A_MG2
282073100,3,1,8,8,8,1,98,98,98,998,1,12,2004,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2820731,282070005,1.3,B3A_MG2
282073100,3,2,3,3,3,3,62,52,3,90,1,11,2010,NA,3,8,NA,9,NA,NA,NA,NA,3,NA,,1,NA,2820731,282070005,1.3,B3A_MG2
282073100,3,3,8,8,8,1,0,98,98,998,1,10,2012,NA,3,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2820731,282070005,1.3,B3A_MG2
282073100,3,4,3,3,3,3,62,52,3,90,1,6,2014,NA,5,1,0,4,NA,NA,NA,NA,3,NA,,3,NA,2820731,282070005,1.3,B3A_MG2
282070006,2,1,3,3,3,3,62,52,3,90,1,5,2009,NA,1,1,3,4,NA,NA,NA,NA,3,NA,,3,NA,2820751,282070006,1.3,B3A_MG2
282070010,1,1,3,3,3,3,62,52,3,61,1,6,2014,NA,1,1,3,2,NA,NA,1,NA,3,NA,,3,NA,2820752,282070010,1.3,B3A_MG2
282080000,5,1,8,8,8,1,98,98,98,998,1,1,2011,NA,3,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2820800,282080005,1.3,B3A_MG2
282080000,5,2,3,3,3,3,62,52,3,90,1,5,2014,NA,1,8,NA,95,NA,NA,NA,NA,3,NA,,3,NA,2820800,282080005,1.3,B3A_MG2
282091100,1,1,3,3,3,3,62,52,3,90,1,98,1985,NA,1,1,2,4,NA,NA,NA,NA,1,1,A,3,NA,2820911,282090003,1.3,B3A_MG2
282090011,1,1,8,8,8,1,98,98,98,998,1,10,2010,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2820953,282090011,1.3,B3A_MG2
282090011,1,2,3,3,3,3,62,52,3,90,1,10,2013,NA,1,8,NA,1,1,6,NA,NA,3,NA,,1,NA,2820953,282090011,1.3,B3A_MG2
282090011,1,3,3,3,3,3,62,52,3,90,1,11,2013,NA,1,1,7,13,NA,NA,NA,NA,1,1,A,3,NA,2820953,282090011,1.3,B3A_MG2
282091104,1,1,3,3,3,3,62,51,8,60,1,8,2014,NA,3,8,NA,2,NA,NA,1,NA,3,NA,,1,NA,2820956,282091104,1.3,B3A_MG2
282091104,1,2,3,3,3,3,62,51,8,60,1,8,2015,NA,3,1,4,16,NA,NA,NA,NA,3,NA,,3,NA,2820956,282091104,1.3,B3A_MG2
282090011,2,1,3,3,3,3,62,52,3,90,1,11,2013,NA,1,8,NA,4,NA,NA,NA,NA,3,NA,,3,NA,2820953,282095302,1.3,B3A_MG2
282100004,1,1,8,8,8,1,98,98,98,998,1,11,2001,NA,5,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821051,282100004,1.3,B3A_MG2
282100004,1,2,3,3,3,3,62,52,3,90,1,6,2002,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,2821051,282100004,1.3,B3A_MG2
282100006,2,1,3,3,3,3,62,52,3,90,1,10,2012,NA,1,1,1,4,NA,NA,NA,NA,3,NA,,3,NA,2821052,282100006,1.3,B3A_MG2
282100000,7,1,8,8,8,1,98,98,98,998,1,9,2013,NA,3,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821000,282100007,1.3,B3A_MG2
282100000,7,2,3,3,3,3,62,52,3,90,1,4,2014,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,2821000,282100007,1.3,B3A_MG2
282100004,2,1,1,3,3,3,62,52,3,70,1,98,1988,NA,3,1,25,2,NA,NA,1,NA,3,NA,,1,NA,2821051,282105102,1.3,B3A_MG2
282100004,2,2,1,3,3,3,62,52,3,61,1,98,1994,NA,1,1,25,95,NA,NA,NA,NA,3,NA,,1,NA,2821051,282105102,1.3,B3A_MG2
282100004,2,3,3,3,3,3,62,52,3,90,1,9,2003,NA,1,1,2,4,NA,NA,NA,NA,3,NA,,3,NA,2821051,282105102,1.3,B3A_MG2
282100006,1,1,8,8,8,1,98,98,98,998,1,9,2005,NA,5,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821052,282105201,1.3,B3A_MG2
282100006,1,2,3,3,3,3,62,52,3,90,1,11,2014,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,2821052,282105201,1.3,B3A_MG2
282110007,2,1,3,3,3,3,62,52,3,90,1,4,2014,NA,1,1,1,4,NA,NA,NA,NA,3,NA,,1,NA,2821151,282110007,1.3,B3A_MG2
282110007,2,2,3,3,3,3,62,52,3,90,1,1,2015,NA,1,1,1,8,NA,NA,NA,NA,1,2,AG,3,NA,2821151,282110007,1.3,B3A_MG2
282110007,1,1,8,8,8,1,0,98,98,998,1,98,2007,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821151,282115101,1.3,B3A_MG2
282110007,1,2,3,3,3,3,62,52,3,90,1,98,2009,NA,1,8,NA,1,1,7,NA,NA,3,NA,,1,NA,2821151,282115101,1.3,B3A_MG2
282110007,1,3,3,3,3,3,62,52,3,90,1,1,2015,NA,1,1,2,4,NA,NA,NA,NA,1,2,AG,3,NA,2821151,282115101,1.3,B3A_MG2
282120000,1,1,8,8,8,1,98,98,98,998,1,98,1995,NA,3,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821200,282120001,1.3,B3A_MG2
282120000,1,2,3,3,3,3,62,52,3,90,1,98,2000,NA,1,8,NA,1,1,5,NA,NA,3,NA,,1,NA,2821200,282120001,1.3,B3A_MG2
282120000,1,3,8,8,1,3,62,13,98,998,1,98,2001,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821200,282120001,1.3,B3A_MG2
282120000,1,4,3,3,3,3,62,52,3,90,1,98,2002,NA,1,8,NA,1,1,5,NA,NA,3,NA,,1,NA,2821200,282120001,1.3,B3A_MG2
282120000,1,5,8,8,8,1,98,98,98,998,1,98,2004,NA,3,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821200,282120001,1.3,B3A_MG2
282120000,1,6,3,3,3,3,62,52,3,90,1,98,2008,NA,1,8,NA,1,1,5,NA,NA,3,NA,,3,NA,2821200,282120001,1.3,B3A_MG2
282120000,4,1,8,8,8,1,98,98,98,998,1,7,2011,NA,5,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821200,282120004,1.3,B3A_MG2
282120000,4,2,3,3,3,3,62,52,3,90,1,7,2014,NA,1,8,NA,1,1,6,NA,NA,3,NA,,3,NA,2821200,282120004,1.3,B3A_MG2
282124100,1,1,8,8,1,3,62,19,98,998,1,6,2009,NA,3,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821241,282124101,1.3,B3A_MG2
282124100,1,2,3,3,3,3,62,52,3,90,1,11,2010,NA,3,8,NA,1,1,7,NA,NA,3,NA,,3,NA,2821241,282124101,1.3,B3A_MG2
282124100,4,1,3,3,3,3,62,52,3,90,1,4,2013,NA,1,1,5,4,NA,NA,NA,NA,3,NA,,3,NA,2821241,282124104,1.3,B3A_MG2
282130000,6,1,8,8,8,1,98,98,98,998,1,9,2007,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821300,282130006,1.3,B3A_MG2
282130000,6,2,3,3,3,3,62,52,3,90,1,7,2010,NA,1,8,NA,12,NA,NA,NA,NA,3,NA,,3,NA,2821300,282130006,1.3,B3A_MG2
282140000,3,1,1,1,1,3,62,51,6,20,1,8,2014,NA,3,8,NA,1,2,NA,NA,NA,1,1,A,1,NA,2821400,282140003,1.3,B3A_MG2
282140000,3,2,3,3,3,3,62,52,3,90,1,3,2015,NA,3,8,NA,5,NA,NA,NA,NA,3,NA,,3,NA,2821400,282140003,1.3,B3A_MG2
282140005,2,1,3,3,3,3,62,52,3,90,1,11,2012,NA,3,1,5,4,NA,NA,NA,NA,3,NA,,3,NA,2821451,282140005,1.3,B3A_MG2
282140005,1,1,8,8,8,1,98,98,98,998,1,3,2007,NA,3,8,NA,1,1,2,NA,NA,3,NA,,1,NA,2821451,282145101,1.3,B3A_MG2
282140005,1,2,3,3,3,3,62,52,3,90,1,4,2009,NA,1,8,NA,12,NA,NA,NA,NA,3,NA,,1,NA,2821451,282145101,1.3,B3A_MG2
282140005,1,3,8,8,8,1,98,98,98,998,1,11,2010,NA,3,8,NA,1,1,2,NA,NA,3,NA,,1,NA,2821451,282145101,1.3,B3A_MG2
282140005,1,4,3,3,3,3,62,52,3,90,1,10,2012,NA,1,8,NA,12,NA,NA,NA,NA,3,NA,,1,NA,2821451,282145101,1.3,B3A_MG2
282140005,1,5,8,8,8,1,98,98,98,998,1,10,2013,NA,3,8,NA,1,1,2,NA,NA,3,NA,,1,NA,2821451,282145101,1.3,B3A_MG2
282140005,1,6,3,3,3,3,62,52,3,90,1,4,2014,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,2821451,282145101,1.3,B3A_MG2
282154100,1,1,8,8,8,1,98,98,98,998,1,7,2009,NA,5,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821541,282150003,1.3,B3A_MG2
282154100,1,2,3,3,3,3,62,52,3,90,1,3,2010,NA,1,8,NA,1,1,7,NA,NA,3,NA,,1,NA,2821541,282150003,1.3,B3A_MG2
282154100,1,3,8,8,8,1,98,98,98,998,1,98,2011,NA,5,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821541,282150003,1.3,B3A_MG2
282154100,1,4,3,3,3,3,62,52,3,90,1,98,2012,NA,1,8,NA,1,1,7,NA,NA,3,NA,,1,NA,2821541,282150003,1.3,B3A_MG2
282154100,1,5,8,8,8,1,98,98,98,998,1,98,2013,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821541,282150003,1.3,B3A_MG2
282154100,1,6,3,3,3,3,62,52,3,90,1,2,2015,NA,1,8,NA,1,1,7,NA,NA,3,NA,,3,NA,2821541,282150003,1.3,B3A_MG2
282150000,5,1,8,8,8,1,98,98,98,998,1,98,2004,NA,5,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821500,282150005,1.3,B3A_MG2
282150000,5,2,3,3,3,3,62,52,3,90,1,8,2009,NA,1,8,NA,12,NA,NA,NA,NA,3,NA,,3,NA,2821500,282150005,1.3,B3A_MG2
282150000,6,1,8,8,8,1,98,98,98,998,1,8,2008,NA,5,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821500,282150006,1.3,B3A_MG2
282150000,6,2,8,8,8,1,98,98,98,998,1,11,2012,NA,5,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821500,282150006,1.3,B3A_MG2
282150000,6,3,3,3,3,3,62,52,3,90,1,11,2014,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,2821500,282150006,1.3,B3A_MG2
282160003,1,1,8,8,8,1,98,98,98,998,1,7,2008,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821651,282160003,1.3,B3A_MG2
282160003,1,2,3,3,3,3,62,52,3,90,1,7,2011,NA,1,8,NA,12,NA,NA,NA,NA,3,NA,,1,NA,2821651,282160003,1.3,B3A_MG2
282160003,1,3,8,8,8,1,98,98,98,998,1,8,2011,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821651,282160003,1.3,B3A_MG2
282160003,1,4,3,3,3,3,62,52,3,90,1,6,2014,NA,1,8,NA,4,NA,NA,NA,NA,3,NA,,3,NA,2821651,282160003,1.3,B3A_MG2
282290000,6,1,8,8,8,1,98,98,98,998,1,12,2012,NA,5,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2822900,282160007,1.3,B3A_MG2
282290000,6,2,3,3,3,3,62,52,3,90,1,6,2015,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,2822900,282160007,1.3,B3A_MG2
282160003,2,1,8,8,8,1,98,98,98,998,1,12,2009,NA,3,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821651,282165102,1.3,B3A_MG2
282160003,2,2,3,3,3,3,62,52,3,90,1,9,2014,NA,3,8,NA,12,NA,NA,NA,NA,3,NA,,1,NA,2821651,282165102,1.3,B3A_MG2
282160003,2,3,3,3,3,3,62,52,3,90,1,10,2014,NA,3,1,2,4,NA,NA,NA,NA,3,NA,,3,NA,2821651,282165102,1.3,B3A_MG2
282170004,2,1,8,8,8,1,98,98,98,998,1,8,2008,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821751,282170004,1.3,B3A_MG2
282170004,2,2,3,3,3,3,62,52,3,90,1,10,2012,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,1,NA,2821751,282170004,1.3,B3A_MG2
282170004,2,3,3,3,3,3,62,52,3,90,1,2,2014,NA,1,1,3,4,NA,NA,NA,NA,3,NA,,3,NA,2821751,282170004,1.3,B3A_MG2
282170000,5,1,8,8,8,1,98,98,98,998,1,6,2011,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821700,282170005,1.3,B3A_MG2
282170000,5,2,3,3,3,3,62,52,3,90,1,6,2013,NA,1,8,NA,95,NA,NA,NA,NA,3,NA,,3,NA,2821700,282170005,1.3,B3A_MG2
282170000,11,1,3,3,3,3,62,52,3,90,1,6,2013,NA,1,1,1,4,NA,NA,NA,NA,3,NA,,3,NA,2821700,282170011,1.3,B3A_MG2
282170004,1,1,8,8,8,1,98,98,98,998,1,98,2011,NA,3,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821751,282175101,1.3,B3A_MG2
282170004,1,2,3,3,3,3,62,52,3,90,1,1,2012,NA,1,8,NA,7,NA,NA,NA,NA,3,NA,,3,NA,2821751,282175101,1.3,B3A_MG2
282170006,1,1,3,3,3,3,62,52,3,90,1,98,1983,NA,1,1,7,12,NA,NA,NA,NA,3,NA,,1,NA,2821752,282175201,1.3,B3A_MG2
282170006,1,2,8,8,8,1,98,98,98,998,1,6,2001,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821752,282175201,1.3,B3A_MG2
282170006,1,3,3,3,3,3,62,52,3,90,1,6,2003,NA,1,8,NA,1,1,6,NA,NA,3,NA,,1,NA,2821752,282175201,1.3,B3A_MG2
282170006,1,4,8,8,8,1,98,98,98,998,1,8,2005,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821752,282175201,1.3,B3A_MG2
282170006,1,5,3,3,3,3,62,52,3,90,1,8,2008,NA,1,8,NA,1,1,6,NA,NA,3,NA,,1,NA,2821752,282175201,1.3,B3A_MG2
282170006,1,6,8,8,8,1,98,98,98,998,1,1,2011,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821752,282175201,1.3,B3A_MG2
282170006,1,7,3,3,3,3,62,52,3,90,1,1,2012,NA,1,8,NA,1,1,6,NA,NA,3,NA,,3,NA,2821752,282175201,1.3,B3A_MG2
282180004,1,1,3,3,3,3,62,52,71,10,1,9,2014,NA,5,1,60,2,NA,NA,1,NA,3,NA,,3,NA,2821851,282180004,1.3,B3A_MG2
282190000,4,1,8,8,8,1,98,98,98,998,1,98,2007,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2821900,282190004,1.3,B3A_MG2
282190000,4,2,3,3,3,3,62,52,3,90,1,5,2015,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,2821900,282190004,1.3,B3A_MG2
282220000,2,1,8,8,8,1,98,98,98,998,1,7,2011,NA,8,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2822200,282220002,1.3,B3A_MG2
282220000,2,2,3,3,3,3,62,52,3,50,1,8,2013,NA,3,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,2822200,282220002,1.3,B3A_MG2
282230000,3,1,8,8,8,1,98,98,98,998,1,7,2012,NA,5,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2822300,282230003,1.3,B3A_MG2
282230000,3,2,3,3,3,3,62,52,3,90,1,5,2014,NA,3,8,NA,1,1,5,NA,NA,3,NA,,3,NA,2822300,282230003,1.3,B3A_MG2
282250000,3,1,1,1,3,3,62,52,71,10,1,7,2013,NA,3,1,70,2,NA,NA,1,NA,3,NA,,1,NA,2822500,282250003,1.3,B3A_MG2
282250000,3,2,3,3,3,3,62,52,3,90,1,8,2014,NA,1,1,70,12,NA,NA,NA,NA,3,NA,,3,NA,2822500,282250003,1.3,B3A_MG2
282260000,3,1,1,3,3,3,62,52,3,70,1,10,2011,NA,3,1,12,2,NA,NA,1,NA,3,NA,,1,NA,2822600,282260003,1.3,B3A_MG2
282260000,3,2,3,3,3,3,62,52,3,90,1,10,2013,NA,3,1,12,9,NA,NA,NA,NA,3,NA,,3,NA,2822600,282260003,1.3,B3A_MG2
282260000,5,1,3,3,3,3,62,52,3,90,1,98,1989,NA,1,1,2,4,NA,NA,NA,NA,3,NA,,1,NA,2822600,282260005,1.3,B3A_MG2
282260000,5,2,8,8,8,1,98,98,98,998,1,98,1995,NA,5,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2822600,282260005,1.3,B3A_MG2
282260000,5,3,3,3,3,3,62,52,3,90,1,98,1997,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,2822600,282260005,1.3,B3A_MG2
282270003,2,1,3,3,3,3,62,52,3,90,1,2,1992,NA,3,1,4,4,NA,NA,NA,NA,3,NA,,3,NA,2822751,282275102,1.3,B3A_MG2
282280000,3,1,8,8,8,1,98,98,98,998,1,9,2004,NA,5,8,NA,1,1,2,NA,NA,3,NA,,1,NA,2822800,282280003,1.3,B3A_MG2
282280000,3,2,3,3,3,3,62,52,3,90,1,9,2006,NA,1,8,NA,12,NA,NA,NA,NA,3,NA,,1,NA,2822800,282280003,1.3,B3A_MG2
282280000,3,3,8,8,8,1,98,98,98,998,1,6,2007,NA,3,8,NA,1,1,2,NA,NA,3,NA,,1,NA,2822800,282280003,1.3,B3A_MG2
282280000,3,4,3,3,3,3,62,52,3,90,1,6,2009,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,1,NA,2822800,282280003,1.3,B3A_MG2
282280000,3,5,8,8,8,1,98,98,98,998,1,7,2010,NA,5,8,NA,1,1,2,NA,NA,3,NA,,1,NA,2822800,282280003,1.3,B3A_MG2
282280000,3,6,3,3,3,3,62,52,3,90,1,7,2013,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,2822800,282280003,1.3,B3A_MG2
282290000,1,1,8,8,8,1,98,98,98,998,1,7,2008,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2822900,282290001,1.3,B3A_MG2
282290000,1,2,3,3,3,3,62,52,3,90,1,11,2011,NA,1,8,NA,1,1,6,NA,NA,3,NA,,3,NA,2822900,282290001,1.3,B3A_MG2
282290000,5,1,3,3,3,3,62,52,3,90,1,7,2014,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,2822900,282290005,1.3,B3A_MG2
282293000,1,1,8,8,8,1,98,98,98,998,1,98,2003,NA,5,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2822930,282293001,1.3,B3A_MG2
282293000,1,2,3,3,3,3,62,52,3,90,1,98,2005,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,1,NA,2822930,282293001,1.3,B3A_MG2
282293000,1,3,8,8,8,1,98,98,98,998,1,98,2007,NA,5,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2822930,282293001,1.3,B3A_MG2
282293000,1,4,3,3,3,3,62,52,3,90,1,98,2009,NA,1,8,NA,12,NA,NA,NA,NA,3,NA,,1,NA,2822930,282293001,1.3,B3A_MG2
282293000,1,5,8,8,8,1,98,98,98,998,1,98,2012,NA,5,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2822930,282293001,1.3,B3A_MG2
282293000,1,6,3,3,3,3,62,52,3,90,1,98,2014,NA,1,8,NA,12,NA,NA,NA,NA,3,NA,,3,NA,2822930,282293001,1.3,B3A_MG2
282410000,7,1,3,3,3,3,62,52,3,50,1,12,2014,NA,1,1,15,12,NA,NA,NA,NA,1,2,AG,3,NA,2824100,282410007,1.3,B3A_MG2
283010003,1,1,8,8,8,1,98,98,98,998,1,3,2004,NA,8,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2830151,283010003,1.3,B3A_MG2
283010003,1,2,3,3,3,3,62,52,3,51,1,3,2007,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,2830151,283010003,1.3,B3A_MG2
283010000,4,1,1,1,1,1,62,64,71,10,1,9,2011,NA,5,8,NA,13,NA,NA,NA,NA,3,NA,,1,NA,2830100,283010004,1.3,B3A_MG2
283010000,4,2,3,3,3,3,62,52,3,51,1,5,2013,NA,1,8,NA,22,NA,NA,NA,NA,3,NA,,3,NA,2830100,283010004,1.3,B3A_MG2
283021100,3,1,3,3,3,3,62,52,4,82,1,6,2014,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,2830211,283021103,1.3,B3A_MG2
283034100,1,1,8,8,8,1,98,98,98,998,1,10,2010,NA,3,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2830341,283030005,1.3,B3A_MG2
283034100,1,2,3,3,3,3,62,52,3,51,1,1,2012,NA,3,8,NA,1,1,7,NA,NA,3,NA,,3,NA,2830341,283030005,1.3,B3A_MG2
283030000,7,1,3,3,3,3,62,52,3,51,1,98,2002,NA,1,1,3,12,NA,NA,NA,NA,3,NA,,3,NA,2830300,283030007,1.3,B3A_MG2
283034200,2,1,8,8,8,1,98,98,98,998,1,98,2011,NA,3,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2830342,283034202,1.3,B3A_MG2
283034200,2,2,3,3,3,3,62,52,3,90,1,9,2013,NA,3,8,NA,14,NA,NA,NA,NA,3,NA,,3,NA,2830342,283034202,1.3,B3A_MG2
283050005,2,1,1,1,3,3,62,52,71,10,1,6,2008,NA,3,1,80,8,NA,NA,NA,NA,1,1,A,1,NA,2830551,283050005,1.3,B3A_MG2
283050005,2,2,3,3,3,3,62,52,8,30,1,6,2015,NA,1,1,40,8,NA,NA,NA,NA,1,3,AG,3,NA,2830551,283050005,1.3,B3A_MG2
283050000,6,1,3,3,3,3,62,52,3,51,1,1,2008,NA,1,1,40,1,4,NA,NA,NA,1,1,D,3,NA,2830500,283050006,1.3,B3A_MG2
283050000,7,1,3,3,3,3,62,52,3,51,1,1,2008,NA,1,1,55,2,NA,NA,3,NA,1,1,D,3,NA,2830500,283050007,1.3,B3A_MG2
283050000,9,1,1,1,1,3,62,63,10,31,1,10,2012,NA,1,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2830500,283050009,1.3,B3A_MG2
283050000,9,2,3,3,3,3,62,52,3,51,1,8,2013,NA,3,8,NA,9,NA,NA,NA,NA,3,NA,,3,NA,2830500,283050009,1.3,B3A_MG2
283050005,1,1,1,1,3,3,62,52,3,70,1,6,1991,NA,3,1,6,2,NA,NA,1,NA,3,NA,,1,NA,2830551,283055101,1.3,B3A_MG2
283050005,1,2,1,1,1,3,62,31,71,40,1,7,1999,NA,5,8,NA,2,NA,NA,1,NA,3,NA,,1,NA,2830551,283055101,1.3,B3A_MG2
283050005,1,3,1,1,3,3,62,52,3,61,1,7,2004,NA,1,8,NA,9,NA,NA,NA,NA,3,NA,,1,NA,2830551,283055101,1.3,B3A_MG2
283050005,1,4,1,1,3,3,62,52,71,21,1,8,2007,NA,3,1,50,1,1,1,NA,NA,3,NA,,1,NA,2830551,283055101,1.3,B3A_MG2
283050005,1,5,1,1,3,3,62,52,71,10,1,6,2008,NA,3,1,2,4,NA,NA,NA,NA,1,1,A,1,NA,2830551,283055101,1.3,B3A_MG2
283050005,1,6,3,3,3,3,62,52,8,30,1,6,2015,NA,1,1,36,1,1,3,NA,NA,1,3,AG,3,NA,2830551,283055101,1.3,B3A_MG2
283050008,1,1,8,8,1,3,62,62,98,998,1,5,2011,NA,1,8,NA,1,4,NA,NA,NA,1,1,D,1,NA,2830552,283055201,1.3,B3A_MG2
283050008,1,2,3,3,3,3,62,52,3,51,1,5,2012,NA,1,8,NA,7,NA,NA,NA,NA,3,NA,,3,NA,2830552,283055201,1.3,B3A_MG2
283070000,1,1,1,1,3,3,62,52,4,82,1,11,1982,NA,1,1,300,1,1,1,NA,NA,1,3,AE,1,NA,2830700,283070001,1.3,B3A_MG2
283070000,1,2,3,3,3,3,62,52,3,51,1,98,1983,NA,1,1,300,1,1,1,NA,NA,1,3,AE,3,NA,2830700,283070001,1.3,B3A_MG2
283074100,1,1,3,3,3,3,62,52,1,60,1,1,2010,NA,1,1,5,4,NA,NA,NA,NA,3,NA,,3,NA,2830741,283070003,1.3,B3A_MG2
283074100,2,1,3,3,3,3,62,52,1,60,1,9,2011,NA,1,1,75,12,NA,NA,NA,NA,1,1,E,3,NA,2830741,283070004,1.3,B3A_MG2
283080000,1,1,1,3,3,3,62,52,3,70,1,98,1978,NA,3,1,3,2,NA,NA,1,NA,3,NA,,1,NA,2830800,283080001,1.3,B3A_MG2
283080000,1,2,3,3,3,3,62,52,3,51,1,11,1985,NA,1,1,3,4,NA,NA,NA,NA,3,NA,,1,NA,2830800,283080001,1.3,B3A_MG2
283080000,1,3,8,1,1,3,62,53,9,998,1,98,1988,NA,3,8,NA,1,1,1,NA,NA,3,NA,,1,NA,2830800,283080001,1.3,B3A_MG2
