2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,hhid_pid
,NA,NA,NA,NA,NA,NA,NA,NA,31,33,33,33,33,33,1612000006
,NA,NA,NA,NA,NA,NA,31,31,31,31,35,35,12,33,1620100005
,NA,NA,NA,NA,NA,NA,NA,NA,31,31,31,31,31,31,1620200041
,31,31,31,32,32,32,32,32,32,32,32,32,31,31,1620300041
,NA,NA,NA,NA,NA,NA,NA,NA,32,32,33,33,33,31,1620300042
80 - 72 - 31 - 62,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1620331001
80 - 72 - 31 - 62,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1620331002
,NA,NA,NA,NA,NA,NA,NA,31,31,31,31,31,31,33,1620400031
,NA,NA,NA,NA,32,32,32,33,51,51,51,51,51,51,1620600041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,51,51,51,1620631001
10 - 71 - 31 - 62,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1620800032
,NA,NA,NA,NA,NA,NA,NA,NA,15,32,15,31,36,36,1621000031
,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1621100031
,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,15,15,15,1621100041
141 - 3 - 33 - 62,33,31,31,31,31,31,64,14,14,14,14,31,32,33,1621200031
,NA,NA,NA,NA,NA,NA,NA,NA,31,31,31,31,33,33,1621200032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1621431003
60 - 71 - 21 - 62,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1621500031
,NA,21,21,32,32,32,32,31,31,21,21,21,21,21,1621500051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,1621541001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,1621541002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1621611004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1621731031
150 - 13 - 33 - 62,33,31,31,31,31,31,98,98,33,33,32,32,33,33,1621800003
141 - 3 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1621800004
,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,33,33,33,1621900007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1621900009
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1621900051
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,32,32,1622041001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,32,32,1622041002
,NA,NA,NA,NA,NA,NA,NA,21,21,33,33,33,33,33,1630300008
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1630331001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1630331002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1630331003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,33,33,1630500005
,NA,34,34,34,34,34,11,11,11,12,12,64,64,33,1630500033
,NA,34,34,34,34,34,34,12,12,12,12,64,64,33,1630500035
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1630541001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1630642001
,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,33,1630642002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1630800004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,98,33,33,1630900006
998 - 71 - 31 - 62,31,31,31,31,32,32,32,32,32,32,32,32,32,32,1630900071
,NA,NA,NA,NA,NA,NA,NA,33,21,33,33,33,33,33,1631000004
,98,98,33,33,33,33,33,33,33,33,33,33,33,33,1631000005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,21,1631041002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,21,21,1631141001
,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,21,1631241001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1631241002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1631241003
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1631400023
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1631400024
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1631400032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1631500005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1631500007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1631700001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1631700002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1631700003
,NA,NA,NA,NA,NA,NA,21,21,21,33,33,33,33,33,1631800004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1631841008
,NA,NA,NA,NA,NA,NA,31,31,33,33,33,33,33,33,1631841009
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,33,33,1631900041
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1632000004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1632000006
,33,33,98,98,98,33,33,33,33,33,33,33,33,33,1632000007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,16320000010
50 - 3 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1632300007
998 - 22 - 33 - 62,32,32,32,32,32,32,32,33,33,36,36,36,36,36,1632300031
,NA,NA,NA,NA,NA,NA,NA,NA,33,32,32,32,32,32,1632441001
50 - 72 - 31 - 62,31,32,32,32,32,32,32,32,32,32,32,32,32,32,1632441003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1632531003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1632541002
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1632600003
81 - 71 - 21 - 62,21,21,33,33,33,33,33,33,33,33,33,33,33,33,1632600004
,NA,NA,NA,NA,NA,NA,NA,31,31,31,31,33,33,33,1632700004
,NA,NA,NA,NA,32,32,32,32,32,33,33,33,33,33,1632700061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1632700062
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1632800031
,NA,NA,NA,NA,NA,NA,33,21,21,21,33,33,33,33,1633000004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,33,1640100044
120 - 4 - 33 - 62,33,33,73,73,73,73,73,73,73,33,33,33,33,33,1640200001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,36,36,1640200041
120 - 4 - 33 - 62,33,33,33,33,33,33,11,11,33,33,33,33,33,33,1640241005
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1640300006
,NA,NA,NA,36,36,36,33,33,33,33,33,33,33,33,1640300042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1640300043
100 - 4 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1640331001
998 - 16 - 32 - 62,32,32,32,32,32,32,32,32,32,32,33,33,33,33,1640500033
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,33,1640500034
,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,32,1640500051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1640500092
,NA,NA,NA,33,33,33,33,33,33,33,33,33,33,33,1640500093
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1640700056
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1640700061
,NA,NA,NA,NA,NA,NA,NA,98,98,33,31,31,31,33,1640900004
50 - 4 - 33 - 62,33,33,33,33,33,98,98,98,98,98,98,98,98,33,1640931001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1641000005
,NA,NA,NA,NA,NA,NA,NA,NA,36,36,36,36,33,33,1641000043
40 - 71 - 31 - 62,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1641100021
,NA,NA,NA,NA,NA,31,31,31,31,31,31,31,31,31,1641100022
100 - 4 - 33 - 62,33,33,33,33,33,33,31,31,33,33,33,33,33,33,16412000010
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1641200031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1641200032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,32,1641241061
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1641400063
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,64,33,33,1641441001
,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,33,1641542001
,NA,98,98,98,98,98,98,98,98,98,98,33,33,33,1641600003
20 - 74 - 31 - 62,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1641700035
60 - 74 - 36 - 62,36,36,36,36,31,31,31,31,31,31,31,31,31,31,1641700036
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,33,33,1641741001
,NA,NA,NA,NA,NA,NA,NA,NA,36,36,36,36,33,33,1641741002
,NA,NA,NA,NA,NA,NA,NA,NA,31,31,33,33,33,33,1641800006
,31,31,31,31,31,31,31,33,33,33,33,33,33,33,1641800052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1641831001
998 - 98 - 31 - 62,31,31,31,31,31,33,33,33,33,33,33,33,33,33,1641900031
,NA,NA,NA,NA,NA,NA,31,33,33,33,33,33,33,33,1641900032
,NA,NA,NA,NA,NA,NA,NA,NA,31,31,31,31,31,31,1641900041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,36,33,33,1641900051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,36,1641900061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,73,1642000041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,31,1642000061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1642032002
,NA,NA,NA,NA,NA,NA,NA,61,61,33,33,33,33,33,1642100003
,NA,NA,NA,NA,NA,NA,NA,62,33,33,33,33,33,33,1642200004
,NA,NA,NA,NA,NA,NA,NA,31,31,33,33,33,33,33,1642200009
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,34,1642200081
,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,62,62,62,33,1642241001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1642241002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,36,1642331031
120 - 4 - 33 - 62,33,33,33,33,15,15,15,15,15,15,15,15,33,33,1642342004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1642343001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,33,33,1642343002
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1642400002
,NA,NA,NA,NA,NA,NA,31,31,62,62,62,62,62,62,1642400041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,64,64,64,64,1642442001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,33,64,64,64,1642442002
60 - 72 - 31 - 62,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1642600004
,NA,NA,NA,NA,NA,NA,31,31,31,31,31,31,31,31,1642600008
60 - 72 - 31 - 62,31,31,33,73,73,73,73,73,73,73,73,73,73,73,1642600051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1642600071
120 - 4 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1642631002
,NA,NA,NA,NA,NA,NA,31,31,33,33,33,33,33,33,1642700006
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1642700008
,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,36,36,36,36,1642700071
,NA,NA,NA,NA,NA,NA,NA,15,33,33,33,33,33,33,1642800008
,NA,NA,NA,NA,NA,NA,NA,NA,36,33,33,33,33,33,1642800051
,NA,NA,NA,NA,NA,NA,32,31,31,31,31,33,33,33,1642800052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,33,33,33,33,1642842001
,NA,NA,NA,NA,NA,NA,NA,NA,31,31,31,31,31,33,1642900001
,NA,NA,NA,NA,NA,NA,NA,NA,33,32,32,32,32,32,1642900021
,NA,NA,NA,NA,NA,NA,NA,NA,31,33,33,33,33,33,16430000010
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,1643031041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,1643041001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1650100006
,34,34,34,33,33,33,33,33,33,33,33,33,33,33,16501000010
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1650100081
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1650200002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,33,1650200003
,NA,NA,NA,33,33,33,33,33,33,33,33,33,33,33,1650200042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1650300004
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1650300031
70 - 5 - 33 - 62,98,98,33,33,98,98,33,33,33,98,98,33,33,21,1650500041
,31,31,31,31,31,31,31,33,33,33,33,33,33,33,1650500051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,33,33,33,1650500052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,33,1650541031
998 - 4 - 15 - 62,21,21,21,21,21,21,21,21,21,21,33,33,33,33,1650600003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1650600009
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,15,1650600061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,15,15,1650600071
,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,32,1650641001
80 - 73 - 31 - 62,31,31,31,31,31,31,31,31,31,32,32,32,32,32,1650641002
30 - 75 - 32 - 62,32,16,16,36,36,36,36,36,36,36,36,33,33,33,1650700004
,NA,NA,NA,33,33,36,36,36,36,36,36,33,33,33,1650700005
,NA,NA,NA,NA,NA,NA,NA,98,33,33,33,33,33,33,1650800003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,16508000010
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1650800042
,NA,NA,NA,NA,NA,NA,NA,36,14,14,14,14,14,14,1650900041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1650900051
,NA,NA,NA,NA,NA,NA,NA,36,36,31,31,31,31,31,1651000041
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1651100004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1651100051
,NA,NA,NA,NA,NA,NA,NA,NA,31,31,31,33,33,33,1651200006
998 - 98 - 31 - 62,31,31,31,31,31,31,31,31,31,31,33,33,33,33,1651200008
21 - 9 - 14 - 62,14,14,14,14,14,14,14,14,14,14,14,33,33,33,1651200009
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1651400006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,16515000010
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,1651500031
30 - 74 - 36 - 62,36,31,31,31,32,32,32,32,32,32,32,32,32,32,1651500032
,NA,NA,NA,NA,31,31,31,31,31,31,31,33,33,33,1651500064
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,36,1651500085
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1651600061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1651611041
,NA,NA,NA,NA,NA,NA,NA,NA,36,33,33,36,36,36,1651641001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,36,36,36,36,1651641002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1651900061
,NA,NA,NA,NA,NA,NA,NA,33,33,33,36,36,36,36,1651942001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,36,1651942002
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1652000005
,NA,NA,NA,31,31,31,31,33,33,33,33,33,33,33,1652000008
,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,21,21,21,1652000031
,NA,NA,33,33,33,33,33,33,33,33,21,21,21,21,1652000032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,32,1652000041
,NA,NA,NA,NA,32,32,32,32,32,32,32,32,32,32,1652000042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,1652100061
,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,32,32,1652141001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,1652141002
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1652200005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1652400041
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1652500075
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,1652600053
,NA,NA,NA,NA,NA,NA,14,14,33,33,33,33,33,33,1652700003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,36,36,1652800051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,32,1653000062
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,1653000071
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1653031001
,NA,NA,NA,NA,NA,NA,NA,NA,32,32,33,33,33,33,1653041001
,NA,NA,NA,32,32,32,32,32,32,33,33,33,33,33,1653041002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1654100052
,NA,NA,NA,NA,NA,NA,NA,31,31,32,32,32,33,33,1654141003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1660300071
,NA,NA,NA,NA,NA,NA,NA,33,21,21,21,21,21,21,1660341001
,NA,NA,NA,NA,18,18,18,18,18,21,21,21,21,21,1660341002
,NA,NA,NA,33,33,33,33,33,33,33,33,33,33,33,1660500005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,1660500043
,NA,NA,NA,15,15,33,33,33,33,33,33,33,33,33,1660600041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1660600042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1660700006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1660800051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1660900005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1660900041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,34,34,33,1661111004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1661200051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1661200062
150 - 6 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1661300007
,NA,NA,NA,15,15,15,15,15,15,15,15,15,15,15,1661300011
20 - 71 - 15 - 62,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1661300012
,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,33,1661500006
,NA,NA,NA,NA,NA,33,33,33,33,33,36,33,33,33,1661541004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1661600041
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1661700031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1661700041
150 - 6 - 33 - 62,33,33,33,32,32,32,32,32,32,32,32,32,32,32,1661800071
,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,32,32,32,1661800072
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,1661831001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,1661831003
60 - 6 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1661832002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,32,1661841002
10 - 77 - 32 - 62,32,32,32,32,32,32,32,32,73,33,33,33,33,33,1661900005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1661900006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,33,1661941001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1662000031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1662042001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1662100051
,NA,NA,NA,NA,NA,NA,31,31,31,31,31,31,31,33,1662200033
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,1662300051
,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1662600022
,NA,NA,NA,NA,NA,NA,NA,31,33,33,33,33,33,33,1662641001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1662641004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1662700003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1662700007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,32,1662941001
,NA,NA,NA,33,33,33,33,33,32,32,32,32,32,32,1662941002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1670100008
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1670100031
,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,33,1670100032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1670100051
,NA,NA,NA,NA,NA,NA,34,34,33,31,31,33,33,33,1670200003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,33,33,33,1670200006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1670200051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,16,1670241001
998 - 71 - 15 - 62,15,15,15,33,33,33,33,33,33,33,33,33,33,16,1670241002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1670500061
,NA,NA,NA,NA,NA,NA,NA,NA,33,32,32,32,32,32,1670541001
,NA,NA,NA,NA,NA,NA,NA,NA,33,32,32,32,32,32,1670541002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1670700031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1670700032
,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,33,1670800003
20 - 7 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1671000008
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1671000051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1671021031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1671041001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1671041003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1671100031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,33,33,33,33,1671200041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1671200042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,61,61,1671441001
,33,33,34,13,33,33,15,15,15,15,61,61,61,61,1671441003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,33,33,61,1671442001
,NA,NA,NA,NA,33,33,33,33,33,33,62,33,33,61,1671442003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,33,34,1671500041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1671800082
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1671831032
,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,33,1672000041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1672000052
,NA,NA,33,33,33,33,33,33,33,33,33,33,33,33,1672000061
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1672000062
,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,62,62,33,33,1672031001
60 - 7 - 33 - 62,33,33,33,33,33,33,33,33,33,62,62,62,33,33,1672031002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,34,34,33,33,1672100005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,33,33,33,1672100008
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1672200006
20 - 7 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1672200033
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1672200042
120 - 6 - 35 - 62,35,35,15,15,15,15,36,15,15,15,15,15,15,15,1672200051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,1672200052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1672231002
,NA,NA,NA,NA,NA,NA,NA,31,31,31,31,33,33,33,1672511005
20 - 7 - 33 - 62,33,98,98,33,33,98,98,98,33,33,98,33,33,33,1672700002
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1672800002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1672800004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1672900061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1672900071
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1672900081
20 - 7 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1673041001
,NA,NA,NA,NA,NA,NA,NA,31,33,33,33,33,33,33,1680100006
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,16801000011
,NA,NA,NA,NA,NA,NA,NA,31,31,31,31,31,31,31,1680100041
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1680131007
,NA,NA,NA,NA,33,33,33,33,33,33,33,33,33,31,1680500051
90 - 7 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1680641008
,NA,NA,NA,NA,NA,NA,NA,31,31,31,31,31,33,33,1680700003
